Team_C 2022-05-12 15:00 2
Team_D 2022-05-03 10:00 2
Team_D 2022-05-05 13:00 3
Team_B 2022-05-02 09:00 3
Team_E 2022-04-28 12:00 2
Team_D 2022-04-25 11:00 2
Team_C 2022-05-11 09:00 3
Team_A 2022-05-07 14:00 3
Team_B 2022-04-28 11:00 2
Team_E 2022-05-10 14:00 1
Team_B 2022-05-11 11:00 1
Team_B 2022-04-27 17:00 1
Team_E 2022-05-05 09:00 3
Team_E 2022-05-06 14:00 1
Team_C 2022-05-11 16:00 2
Team_E 2022-04-28 10:00 1
Team_C 2022-05-13 10:00 3
Team_E 2022-04-26 12:00 3
Team_E 2022-05-12 15:00 3
Team_A 2022-05-06 09:00 2
Team_E 2022-05-06 17:00 1
Team_E 2022-05-13 12:00 3
Team_A 2022-04-27 15:00 3
Team_A 2022-04-28 15:00 3
Team_D 2022-05-03 17:00 1
Team_B 2022-05-06 15:00 1
Team_A 2022-05-09 11:00 3
Team_E 2022-05-04 09:00 1
Team_C 2022-04-30 12:00 3
Team_C 2022-05-11 17:00 1
Team_C 2022-04-29 15:00 3
Team_D 2022-05-10 15:00 3
Team_D 2022-04-29 09:00 1
Team_E 2022-05-06 12:00 3
Team_C 2022-04-28 16:00 2
Team_A 2022-05-10 15:00 1
Team_E 2022-05-03 10:00 1
Team_B 2022-05-02 09:00 1
Team_B 2022-05-03 15:00 3
Team_A 2022-05-09 09:00 1
Team_E 2022-05-06 16:00 2
Team_A 2022-04-27 11:00 3
Team_E 2022-04-29 13:00 1
Team_C 2022-05-02 10:00 3
Team_B 2022-04-26 09:00 2
Team_D 2022-04-29 15:00 3
Team_A 2022-05-02 14:00 1
Team_E 2022-04-25 09:00 2
Team_A 2022-05-10 13:00 3
Team_C 2022-05-09 16:00 2
Team_A 2022-05-03 16:00 2
Team_E 2022-05-09 09:00 2
Team_B 2022-05-05 12:00 3
Team_E 2022-05-13 13:00 1
Team_A 2022-05-07 11:00 2
Team_A 2022-05-09 15:00 2
Team_B 2022-05-02 15:00 3
Team_C 2022-05-04 11:00 3
Team_B 2022-04-27 16:00 2
Team_D 2022-04-26 13:00 3
Team_E 2022-05-11 12:00 2
Team_E 2022-05-03 15:00 1
Team_B 2022-05-06 13:00 3
Team_A 2022-04-28 16:00 1
Team_E 2022-04-26 09:00 1
Team_D 2022-05-03 10:00 2
Team_B 2022-04-25 17:00 1
Team_D 2022-05-05 15:00 2
Team_D 2022-04-30 16:00 2
Team_A 2022-05-02 11:00 2
Team_B 2022-04-29 09:00 2
Team_E 2022-05-05 11:00 3
Team_D 2022-04-26 17:00 1
Team_C 2022-05-09 09:00 2
Team_A 2022-05-05 12:00 3
Team_D 2022-04-27 16:00 2
Team_C 2022-05-04 12:00 1
Team_D 2022-05-04 17:00 1
Team_C 2022-05-02 17:00 1
Team_C 2022-05-12 17:00 1
Team_A 2022-05-05 14:00 1
Team_A 2022-04-30 15:00 2
Team_B 2022-05-10 10:00 3
Team_C 2022-05-04 13:00 1
Team_A 2022-05-09 11:00 1
Team_A 2022-04-30 09:00 1
Team_B 2022-05-04 10:00 2
Team_E 2022-05-03 12:00 1
Team_E 2022-05-04 11:00 3
Team_A 2022-05-03 09:00 2
Team_B 2022-04-29 14:00 2
Team_B 2022-04-28 09:00 1
Team_C 2022-05-14 11:00 1
Team_E 2022-05-06 13:00 3
Team_A 2022-04-26 10:00 1
Team_E 2022-04-25 10:00 2
Team_D 2022-05-12 13:00 3
Team_A 2022-05-11 12:00 3
Team_B 2022-04-30 17:00 1
Team_C 2022-04-25 12:00 3
Team_E 2022-04-26 12:00 3
Team_A 2022-05-13 10:00 3
Team_C 2022-04-25 17:00 1
Team_D 2022-05-11 16:00 2
Team_D 2022-05-05 17:00 1
Team_A 2022-05-04 10:00 2
Team_E 2022-04-29 17:00 1
Team_C 2022-05-14 17:00 1
Team_A 2022-05-07 17:00 1
Team_E 2022-05-11 17:00 1
Team_D 2022-04-29 16:00 2
Team_D 2022-04-30 09:00 1
Team_A 2022-05-06 17:00 1
Team_A 2022-05-13 14:00 2
Team_C 2022-05-05 13:00 3
Team_B 2022-04-29 10:00 3
Team_D 2022-05-02 17:00 1
Team_E 2022-05-11 10:00 2
Team_E 2022-05-13 09:00 2
Team_E 2022-04-26 17:00 1
Team_D 2022-05-04 11:00 2
Team_A 2022-04-25 13:00 2
Team_C 2022-05-14 14:00 2
Team_E 2022-05-14 13:00 3
Team_E 2022-05-12 09:00 1
Team_B 2022-04-30 11:00 2
Team_B 2022-05-13 10:00 1
Team_D 2022-05-07 10:00 1
Team_A 2022-05-13 13:00 1
Team_E 2022-04-30 11:00 2
Team_E 2022-04-29 15:00 1
Team_B 2022-05-14 12:00 3
Team_A 2022-05-14 15:00 2
Team_A 2022-05-14 16:00 2
Team_A 2022-05-14 14:00 1
Team_C 2022-04-28 14:00 3
Team_D 2022-04-29 13:00 3
Team_C 2022-05-14 16:00 2
Team_D 2022-05-05 11:00 3
Team_B 2022-05-12 11:00 3
Team_A 2022-05-14 15:00 2
Team_E 2022-04-28 15:00 1
